"ride_id","request_to_accept_time_minutes","accept_to_cancel_time_minutes","weekday","request_hour"
3000719,13.0000000000000000,6.0000000000000000,Thursday ,18
3000735,11.0000000000000000,7.0000000000000000,Monday   ,11
3000764,11.0000000000000000,4.0000000000000000,Thursday ,16
3000768,10.0000000000000000,5.0000000000000000,Friday   ,18
3000808,16.0000000000000000,10.0000000000000000,Thursday ,17
3000823,17.0000000000000000,9.0000000000000000,Wednesday,8
3000825,12.0000000000000000,5.0000000000000000,Monday   ,11
3000877,18.0000000000000000,2.0000000000000000,Sunday   ,7
3000878,10.0000000000000000,6.0000000000000000,Friday   ,17
3000880,20.0000000000000000,5.0000000000000000,Monday   ,17
3000887,11.0000000000000000,4.0000000000000000,Saturday ,19
3000912,15.0000000000000000,6.0000000000000000,Monday   ,7
3000914,12.0000000000000000,9.0000000000000000,Wednesday,16
3000919,18.0000000000000000,8.0000000000000000,Saturday ,2
3000931,19.0000000000000000,6.0000000000000000,Saturday ,17
3000945,18.0000000000000000,10.0000000000000000,Friday   ,19
3000953,16.0000000000000000,7.0000000000000000,Sunday   ,7
3000956,13.0000000000000000,6.0000000000000000,Tuesday  ,9
3000960,13.0000000000000000,3.0000000000000000,Tuesday  ,8
3000973,12.0000000000000000,2.0000000000000000,Tuesday  ,7
3000975,13.0000000000000000,5.0000000000000000,Sunday   ,18
3000988,11.0000000000000000,6.0000000000000000,Monday   ,9
3001002,20.0000000000000000,4.0000000000000000,Wednesday,18
3001010,15.0000000000000000,8.0000000000000000,Thursday ,8
3001012,11.0000000000000000,10.0000000000000000,Sunday   ,9
3001020,15.0000000000000000,8.0000000000000000,Friday   ,16
3001031,19.0000000000000000,10.0000000000000000,Thursday ,8
3001034,14.0000000000000000,4.0000000000000000,Tuesday  ,16
3001035,19.0000000000000000,5.0000000000000000,Wednesday,19
3001050,16.0000000000000000,7.0000000000000000,Sunday   ,17
3001053,12.0000000000000000,3.0000000000000000,Monday   ,16
3001054,17.0000000000000000,3.0000000000000000,Tuesday  ,9
3001056,15.0000000000000000,2.0000000000000000,Tuesday  ,17
3001068,15.0000000000000000,5.0000000000000000,Tuesday  ,4
3001075,19.0000000000000000,9.0000000000000000,Tuesday  ,16
3001076,18.0000000000000000,5.0000000000000000,Saturday ,21
3001083,11.0000000000000000,3.0000000000000000,Saturday ,8
3001093,18.0000000000000000,6.0000000000000000,Tuesday  ,8
3001100,14.0000000000000000,2.0000000000000000,Sunday   ,19
3001134,19.0000000000000000,8.0000000000000000,Friday   ,17
3001140,16.0000000000000000,4.0000000000000000,Friday   ,17
3001148,13.0000000000000000,9.0000000000000000,Tuesday  ,8
3001170,14.0000000000000000,4.0000000000000000,Saturday ,17
3001180,16.0000000000000000,8.0000000000000000,Wednesday,19
3001186,18.0000000000000000,8.0000000000000000,Wednesday,17
3001188,10.0000000000000000,6.0000000000000000,Monday   ,16
3001207,15.0000000000000000,2.0000000000000000,Wednesday,18
3001231,12.0000000000000000,8.0000000000000000,Wednesday,16
3001270,12.0000000000000000,8.0000000000000000,Tuesday  ,8
3001281,20.0000000000000000,9.0000000000000000,Wednesday,14
3001305,17.0000000000000000,4.0000000000000000,Wednesday,16
3001310,10.0000000000000000,7.0000000000000000,Sunday   ,16
3001327,15.0000000000000000,6.0000000000000000,Saturday ,16
3001340,10.0000000000000000,5.0000000000000000,Monday   ,17
3001345,15.0000000000000000,10.0000000000000000,Monday   ,8
3001353,15.0000000000000000,6.0000000000000000,Thursday ,19
3001361,12.0000000000000000,5.0000000000000000,Monday   ,16
3001365,10.0000000000000000,6.0000000000000000,Monday   ,9
3001379,10.0000000000000000,8.0000000000000000,Thursday ,12
3001392,16.0000000000000000,8.0000000000000000,Thursday ,11
3001401,18.0000000000000000,2.0000000000000000,Wednesday,17
3001426,20.0000000000000000,8.0000000000000000,Wednesday,17
3001435,19.0000000000000000,2.0000000000000000,Saturday ,8
3001513,20.0000000000000000,3.0000000000000000,Sunday   ,16
3001524,16.0000000000000000,2.0000000000000000,Saturday ,16
3001530,14.0000000000000000,8.0000000000000000,Thursday ,16
3001546,13.0000000000000000,4.0000000000000000,Thursday ,17
3001550,10.0000000000000000,4.0000000000000000,Friday   ,19
3001576,20.0000000000000000,3.0000000000000000,Sunday   ,18
3001585,17.0000000000000000,7.0000000000000000,Tuesday  ,13
3001624,20.0000000000000000,9.0000000000000000,Thursday ,17
3001634,11.0000000000000000,6.0000000000000000,Monday   ,17
3001636,13.0000000000000000,10.0000000000000000,Thursday ,17
3001643,19.0000000000000000,7.0000000000000000,Sunday   ,17
3001649,15.0000000000000000,4.0000000000000000,Thursday ,12
3001660,12.0000000000000000,5.0000000000000000,Sunday   ,11
3001663,13.0000000000000000,5.0000000000000000,Wednesday,16
3001701,18.0000000000000000,10.0000000000000000,Tuesday  ,13
3001786,15.0000000000000000,2.0000000000000000,Friday   ,17
3001804,15.0000000000000000,6.0000000000000000,Monday   ,9
3001832,11.0000000000000000,8.0000000000000000,Friday   ,8
3001846,12.0000000000000000,2.0000000000000000,Monday   ,18
3001865,12.0000000000000000,4.0000000000000000,Thursday ,19
3001873,15.0000000000000000,10.0000000000000000,Tuesday  ,16
3001899,16.0000000000000000,2.0000000000000000,Wednesday,19
3001905,19.0000000000000000,10.0000000000000000,Sunday   ,9
3001958,13.0000000000000000,10.0000000000000000,Tuesday  ,9
3001971,11.0000000000000000,5.0000000000000000,Friday   ,16
3001974,16.0000000000000000,10.0000000000000000,Monday   ,8
3001994,15.0000000000000000,3.0000000000000000,Sunday   ,8
3002006,17.0000000000000000,7.0000000000000000,Saturday ,7
3002011,19.0000000000000000,5.0000000000000000,Thursday ,16
3002012,14.0000000000000000,8.0000000000000000,Wednesday,17
3002020,20.0000000000000000,8.0000000000000000,Wednesday,8
3002029,15.0000000000000000,9.0000000000000000,Thursday ,12
3002038,11.0000000000000000,10.0000000000000000,Thursday ,18
3328295,20.0000000000000000,8.0000000000000000,Wednesday,18
3002085,18.0000000000000000,9.0000000000000000,Saturday ,13
3002096,20.0000000000000000,2.0000000000000000,Wednesday,21
3002105,18.0000000000000000,3.0000000000000000,Friday   ,17
3002119,20.0000000000000000,8.0000000000000000,Saturday ,9
3002121,17.0000000000000000,6.0000000000000000,Sunday   ,12
3002149,14.0000000000000000,10.0000000000000000,Wednesday,8
3002154,16.0000000000000000,2.0000000000000000,Friday   ,17
3002157,15.0000000000000000,3.0000000000000000,Wednesday,13
3002169,12.0000000000000000,4.0000000000000000,Sunday   ,18
3002187,20.0000000000000000,3.0000000000000000,Thursday ,3
3002195,11.0000000000000000,10.0000000000000000,Saturday ,16
3002213,18.0000000000000000,2.0000000000000000,Monday   ,8
3002241,13.0000000000000000,8.0000000000000000,Friday   ,16
3002250,18.0000000000000000,9.0000000000000000,Thursday ,9
3002260,10.0000000000000000,6.0000000000000000,Wednesday,8
3002265,11.0000000000000000,3.0000000000000000,Wednesday,16
3002277,12.0000000000000000,6.0000000000000000,Sunday   ,12
3002284,18.0000000000000000,10.0000000000000000,Friday   ,8
3002341,18.0000000000000000,5.0000000000000000,Sunday   ,16
3002379,15.0000000000000000,9.0000000000000000,Wednesday,16
3002428,14.0000000000000000,10.0000000000000000,Wednesday,16
3002522,18.0000000000000000,3.0000000000000000,Monday   ,18
3002541,17.0000000000000000,4.0000000000000000,Monday   ,8
3002554,17.0000000000000000,6.0000000000000000,Wednesday,17
3002567,18.0000000000000000,8.0000000000000000,Thursday ,17
3002574,12.0000000000000000,10.0000000000000000,Saturday ,8
3002585,17.0000000000000000,7.0000000000000000,Tuesday  ,8
3002590,12.0000000000000000,2.0000000000000000,Tuesday  ,13
3002592,16.0000000000000000,10.0000000000000000,Sunday   ,8
3002606,12.0000000000000000,9.0000000000000000,Saturday ,9
3002616,17.0000000000000000,4.0000000000000000,Saturday ,18
3002657,19.0000000000000000,3.0000000000000000,Monday   ,19
3002658,10.0000000000000000,9.0000000000000000,Tuesday  ,15
3002677,16.0000000000000000,10.0000000000000000,Saturday ,9
3002699,15.0000000000000000,5.0000000000000000,Tuesday  ,9
3002716,13.0000000000000000,4.0000000000000000,Tuesday  ,16
3002729,17.0000000000000000,10.0000000000000000,Saturday ,16
3002738,17.0000000000000000,4.0000000000000000,Saturday ,17
3002756,20.0000000000000000,8.0000000000000000,Wednesday,8
3002807,13.0000000000000000,8.0000000000000000,Wednesday,8
3002815,12.0000000000000000,9.0000000000000000,Wednesday,19
3002853,11.0000000000000000,6.0000000000000000,Wednesday,8
3002858,15.0000000000000000,8.0000000000000000,Sunday   ,16
3002860,10.0000000000000000,2.0000000000000000,Sunday   ,15
3002903,12.0000000000000000,9.0000000000000000,Saturday ,17
3002924,19.0000000000000000,6.0000000000000000,Thursday ,17
3002937,14.0000000000000000,7.0000000000000000,Friday   ,8
3002971,15.0000000000000000,10.0000000000000000,Wednesday,17
3002989,11.0000000000000000,3.0000000000000000,Saturday ,19
3003013,17.0000000000000000,10.0000000000000000,Saturday ,8
3003080,10.0000000000000000,6.0000000000000000,Tuesday  ,18
3003104,11.0000000000000000,4.0000000000000000,Tuesday  ,17
3003111,11.0000000000000000,4.0000000000000000,Monday   ,16
3003134,13.0000000000000000,2.0000000000000000,Sunday   ,18
3003139,19.0000000000000000,6.0000000000000000,Tuesday  ,18
3003146,14.0000000000000000,2.0000000000000000,Saturday ,15
3003181,20.0000000000000000,9.0000000000000000,Thursday ,9
3003192,15.0000000000000000,3.0000000000000000,Wednesday,9
3003206,10.0000000000000000,3.0000000000000000,Thursday ,11
3003208,11.0000000000000000,8.0000000000000000,Sunday   ,8
3003210,15.0000000000000000,8.0000000000000000,Wednesday,18
3003243,20.0000000000000000,9.0000000000000000,Monday   ,17
3003281,15.0000000000000000,9.0000000000000000,Thursday ,9
3003288,17.0000000000000000,4.0000000000000000,Thursday ,0
3003291,15.0000000000000000,5.0000000000000000,Saturday ,17
3003299,10.0000000000000000,5.0000000000000000,Thursday ,16
3003312,19.0000000000000000,8.0000000000000000,Tuesday  ,9
3003332,16.0000000000000000,6.0000000000000000,Saturday ,4
3003347,20.0000000000000000,7.0000000000000000,Sunday   ,17
3003355,14.0000000000000000,2.0000000000000000,Friday   ,14
3003363,15.0000000000000000,7.0000000000000000,Friday   ,17
3003382,17.0000000000000000,10.0000000000000000,Sunday   ,17
3003397,12.0000000000000000,8.0000000000000000,Monday   ,17
3003403,19.0000000000000000,5.0000000000000000,Thursday ,16
3003407,13.0000000000000000,10.0000000000000000,Wednesday,19
3003410,17.0000000000000000,7.0000000000000000,Monday   ,19
3003413,15.0000000000000000,4.0000000000000000,Monday   ,0
3003420,19.0000000000000000,9.0000000000000000,Wednesday,18
3003461,15.0000000000000000,9.0000000000000000,Tuesday  ,18
3003517,14.0000000000000000,9.0000000000000000,Tuesday  ,18
3003530,10.0000000000000000,6.0000000000000000,Saturday ,12
3003565,10.0000000000000000,7.0000000000000000,Monday   ,8
3003566,16.0000000000000000,5.0000000000000000,Saturday ,8
3003570,17.0000000000000000,9.0000000000000000,Wednesday,8
3003572,18.0000000000000000,8.0000000000000000,Monday   ,8
3003596,19.0000000000000000,9.0000000000000000,Tuesday  ,10
3003610,14.0000000000000000,7.0000000000000000,Sunday   ,19
3003618,14.0000000000000000,10.0000000000000000,Monday   ,9
3003626,19.0000000000000000,7.0000000000000000,Monday   ,18
3003628,10.0000000000000000,10.0000000000000000,Tuesday  ,4
3003641,19.0000000000000000,3.0000000000000000,Friday   ,8
3003645,18.0000000000000000,2.0000000000000000,Saturday ,22
3003652,19.0000000000000000,4.0000000000000000,Saturday ,8
3003656,15.0000000000000000,6.0000000000000000,Monday   ,16
3003659,18.0000000000000000,4.0000000000000000,Thursday ,17
3003676,17.0000000000000000,10.0000000000000000,Sunday   ,19
3003678,18.0000000000000000,5.0000000000000000,Tuesday  ,8
3003699,13.0000000000000000,9.0000000000000000,Wednesday,0
3003707,15.0000000000000000,3.0000000000000000,Saturday ,9
3003708,17.0000000000000000,3.0000000000000000,Friday   ,18
3003725,15.0000000000000000,5.0000000000000000,Friday   ,19
3003738,18.0000000000000000,3.0000000000000000,Sunday   ,8
3003786,13.0000000000000000,3.0000000000000000,Sunday   ,18
3003797,18.0000000000000000,4.0000000000000000,Sunday   ,18
3003813,11.0000000000000000,4.0000000000000000,Sunday   ,8
3003828,18.0000000000000000,6.0000000000000000,Friday   ,17
3003862,14.0000000000000000,10.0000000000000000,Tuesday  ,9
3003872,19.0000000000000000,4.0000000000000000,Wednesday,18
3003893,19.0000000000000000,3.0000000000000000,Tuesday  ,18
3003900,12.0000000000000000,9.0000000000000000,Sunday   ,8
3003923,16.0000000000000000,2.0000000000000000,Monday   ,16
3003934,11.0000000000000000,7.0000000000000000,Tuesday  ,8
3003949,12.0000000000000000,2.0000000000000000,Thursday ,9
3003950,11.0000000000000000,10.0000000000000000,Saturday ,7
3003951,16.0000000000000000,4.0000000000000000,Wednesday,16
3003961,19.0000000000000000,8.0000000000000000,Sunday   ,12
3003985,11.0000000000000000,2.0000000000000000,Tuesday  ,8
3003988,18.0000000000000000,3.0000000000000000,Monday   ,9
3003989,15.0000000000000000,8.0000000000000000,Sunday   ,17
3004002,10.0000000000000000,3.0000000000000000,Monday   ,16
3004003,19.0000000000000000,7.0000000000000000,Friday   ,9
3004032,19.0000000000000000,5.0000000000000000,Friday   ,17
3004033,10.0000000000000000,3.0000000000000000,Wednesday,16
3004036,14.0000000000000000,4.0000000000000000,Monday   ,8
3004038,14.0000000000000000,9.0000000000000000,Monday   ,8
3004040,11.0000000000000000,3.0000000000000000,Sunday   ,8
3004072,13.0000000000000000,4.0000000000000000,Tuesday  ,9
3004074,10.0000000000000000,8.0000000000000000,Monday   ,18
3004092,20.0000000000000000,7.0000000000000000,Wednesday,18
3004104,13.0000000000000000,8.0000000000000000,Tuesday  ,18
3004105,14.0000000000000000,4.0000000000000000,Wednesday,17
3004121,15.0000000000000000,4.0000000000000000,Friday   ,18
3004130,15.0000000000000000,4.0000000000000000,Sunday   ,1
3004178,18.0000000000000000,4.0000000000000000,Wednesday,14
3004182,15.0000000000000000,2.0000000000000000,Thursday ,18
3004195,20.0000000000000000,10.0000000000000000,Tuesday  ,8
3004222,20.0000000000000000,9.0000000000000000,Friday   ,18
3004224,20.0000000000000000,8.0000000000000000,Wednesday,12
3004246,19.0000000000000000,3.0000000000000000,Friday   ,9
3004251,19.0000000000000000,7.0000000000000000,Thursday ,9
3004330,20.0000000000000000,5.0000000000000000,Thursday ,9
3004346,18.0000000000000000,4.0000000000000000,Friday   ,1
3004388,13.0000000000000000,8.0000000000000000,Sunday   ,15
3004408,13.0000000000000000,7.0000000000000000,Wednesday,17
3004415,11.0000000000000000,2.0000000000000000,Wednesday,18
3004444,11.0000000000000000,9.0000000000000000,Tuesday  ,18
3004446,17.0000000000000000,2.0000000000000000,Friday   ,12
3004459,16.0000000000000000,7.0000000000000000,Tuesday  ,9
3004505,13.0000000000000000,7.0000000000000000,Friday   ,8
3004522,20.0000000000000000,2.0000000000000000,Friday   ,19
3004540,18.0000000000000000,6.0000000000000000,Wednesday,9
3004543,10.0000000000000000,2.0000000000000000,Monday   ,17
3004572,17.0000000000000000,8.0000000000000000,Sunday   ,17
3004600,18.0000000000000000,3.0000000000000000,Thursday ,16
3004610,12.0000000000000000,5.0000000000000000,Wednesday,16
3004621,14.0000000000000000,8.0000000000000000,Wednesday,18
3004622,11.0000000000000000,3.0000000000000000,Friday   ,18
3004631,20.0000000000000000,10.0000000000000000,Sunday   ,18
3004653,20.0000000000000000,4.0000000000000000,Friday   ,8
3004654,15.0000000000000000,9.0000000000000000,Wednesday,8
3004661,13.0000000000000000,2.0000000000000000,Thursday ,16
3004717,17.0000000000000000,7.0000000000000000,Thursday ,9
3004723,18.0000000000000000,2.0000000000000000,Tuesday  ,8
3004753,19.0000000000000000,2.0000000000000000,Sunday   ,19
3004762,17.0000000000000000,8.0000000000000000,Wednesday,16
3004780,12.0000000000000000,6.0000000000000000,Thursday ,10
3004791,17.0000000000000000,3.0000000000000000,Monday   ,9
3004795,19.0000000000000000,6.0000000000000000,Monday   ,9
3004801,16.0000000000000000,10.0000000000000000,Thursday ,9
3004827,10.0000000000000000,5.0000000000000000,Wednesday,10
3004834,12.0000000000000000,5.0000000000000000,Thursday ,10
3004836,11.0000000000000000,6.0000000000000000,Tuesday  ,17
3004867,20.0000000000000000,2.0000000000000000,Wednesday,17
3004872,10.0000000000000000,9.0000000000000000,Sunday   ,16
3004891,19.0000000000000000,8.0000000000000000,Monday   ,9
3004907,20.0000000000000000,9.0000000000000000,Tuesday  ,16
3004915,12.0000000000000000,7.0000000000000000,Sunday   ,18
3004980,16.0000000000000000,4.0000000000000000,Wednesday,1
3005066,11.0000000000000000,2.0000000000000000,Sunday   ,11
3005072,14.0000000000000000,5.0000000000000000,Saturday ,0
3005097,16.0000000000000000,3.0000000000000000,Thursday ,8
3005100,13.0000000000000000,6.0000000000000000,Tuesday  ,13
3005133,20.0000000000000000,5.0000000000000000,Thursday ,9
3005138,12.0000000000000000,5.0000000000000000,Tuesday  ,8
3005144,11.0000000000000000,7.0000000000000000,Saturday ,16
3005151,14.0000000000000000,7.0000000000000000,Saturday ,9
3005152,16.0000000000000000,5.0000000000000000,Sunday   ,9
3005176,18.0000000000000000,3.0000000000000000,Thursday ,12
3005196,17.0000000000000000,2.0000000000000000,Sunday   ,17
3005230,18.0000000000000000,2.0000000000000000,Wednesday,17
3005236,18.0000000000000000,4.0000000000000000,Saturday ,17
3005242,12.0000000000000000,3.0000000000000000,Friday   ,18
3005247,14.0000000000000000,7.0000000000000000,Monday   ,13
3005252,18.0000000000000000,7.0000000000000000,Wednesday,18
3005341,17.0000000000000000,7.0000000000000000,Tuesday  ,8
3005345,16.0000000000000000,10.0000000000000000,Monday   ,17
3005364,15.0000000000000000,10.0000000000000000,Sunday   ,18
3005366,10.0000000000000000,4.0000000000000000,Friday   ,17
3005378,15.0000000000000000,8.0000000000000000,Sunday   ,10
3005432,20.0000000000000000,7.0000000000000000,Monday   ,8
3005458,12.0000000000000000,2.0000000000000000,Friday   ,18
3005471,19.0000000000000000,3.0000000000000000,Monday   ,16
3005483,17.0000000000000000,4.0000000000000000,Sunday   ,16
3005499,15.0000000000000000,2.0000000000000000,Thursday ,9
3005501,10.0000000000000000,4.0000000000000000,Friday   ,16
3005527,11.0000000000000000,4.0000000000000000,Monday   ,16
3005534,16.0000000000000000,2.0000000000000000,Thursday ,18
3005538,13.0000000000000000,3.0000000000000000,Monday   ,12
3005545,19.0000000000000000,9.0000000000000000,Thursday ,10
3005558,14.0000000000000000,5.0000000000000000,Thursday ,17
3005587,14.0000000000000000,2.0000000000000000,Friday   ,8
3005595,17.0000000000000000,4.0000000000000000,Sunday   ,13
3005598,13.0000000000000000,10.0000000000000000,Thursday ,17
3005602,12.0000000000000000,8.0000000000000000,Tuesday  ,18
3005613,20.0000000000000000,2.0000000000000000,Sunday   ,18
3005614,11.0000000000000000,8.0000000000000000,Sunday   ,12
3005631,14.0000000000000000,4.0000000000000000,Wednesday,9
3005662,12.0000000000000000,5.0000000000000000,Tuesday  ,9
3005666,14.0000000000000000,6.0000000000000000,Saturday ,16
3005674,17.0000000000000000,6.0000000000000000,Tuesday  ,19
3005679,18.0000000000000000,2.0000000000000000,Sunday   ,17
3005688,11.0000000000000000,6.0000000000000000,Monday   ,8
3005713,10.0000000000000000,2.0000000000000000,Sunday   ,21
3328448,11.0000000000000000,4.0000000000000000,Wednesday,17
3005772,18.0000000000000000,4.0000000000000000,Thursday ,17
3005787,19.0000000000000000,10.0000000000000000,Friday   ,17
3005791,11.0000000000000000,7.0000000000000000,Wednesday,9
3005798,12.0000000000000000,6.0000000000000000,Friday   ,10
3005808,19.0000000000000000,4.0000000000000000,Wednesday,17
3005809,17.0000000000000000,3.0000000000000000,Sunday   ,8
3005814,13.0000000000000000,10.0000000000000000,Sunday   ,9
3005816,19.0000000000000000,6.0000000000000000,Sunday   ,9
3005831,20.0000000000000000,8.0000000000000000,Wednesday,19
3005845,19.0000000000000000,8.0000000000000000,Sunday   ,17
3005851,15.0000000000000000,2.0000000000000000,Monday   ,14
3005861,15.0000000000000000,4.0000000000000000,Sunday   ,17
3005870,19.0000000000000000,3.0000000000000000,Friday   ,21
3005873,18.0000000000000000,8.0000000000000000,Wednesday,9
3005910,11.0000000000000000,4.0000000000000000,Thursday ,18
3005914,10.0000000000000000,5.0000000000000000,Sunday   ,1
3005920,14.0000000000000000,2.0000000000000000,Monday   ,19
3005937,12.0000000000000000,4.0000000000000000,Wednesday,19
3005957,13.0000000000000000,2.0000000000000000,Saturday ,19
3005975,13.0000000000000000,10.0000000000000000,Sunday   ,11
3005999,15.0000000000000000,6.0000000000000000,Tuesday  ,17
3006016,20.0000000000000000,8.0000000000000000,Tuesday  ,19
3006024,16.0000000000000000,9.0000000000000000,Wednesday,8
3006049,20.0000000000000000,8.0000000000000000,Saturday ,19
3006060,12.0000000000000000,8.0000000000000000,Tuesday  ,16
3006062,12.0000000000000000,3.0000000000000000,Friday   ,19
3006064,20.0000000000000000,8.0000000000000000,Friday   ,17
3006067,20.0000000000000000,6.0000000000000000,Sunday   ,21
3006069,20.0000000000000000,7.0000000000000000,Tuesday  ,16
3006073,15.0000000000000000,9.0000000000000000,Wednesday,19
3006108,20.0000000000000000,3.0000000000000000,Wednesday,11
3006116,14.0000000000000000,2.0000000000000000,Wednesday,15
3006131,17.0000000000000000,4.0000000000000000,Sunday   ,8
3006136,11.0000000000000000,9.0000000000000000,Saturday ,19
3006144,20.0000000000000000,9.0000000000000000,Monday   ,13
3006177,20.0000000000000000,3.0000000000000000,Wednesday,8
3006218,16.0000000000000000,4.0000000000000000,Saturday ,9
3006227,16.0000000000000000,6.0000000000000000,Monday   ,8
3006234,18.0000000000000000,9.0000000000000000,Wednesday,17
3006240,19.0000000000000000,7.0000000000000000,Thursday ,18
3006256,10.0000000000000000,6.0000000000000000,Sunday   ,16
3006266,20.0000000000000000,4.0000000000000000,Friday   ,16
3006275,14.0000000000000000,7.0000000000000000,Sunday   ,17
3006276,12.0000000000000000,3.0000000000000000,Friday   ,17
3006299,20.0000000000000000,8.0000000000000000,Monday   ,16
3006330,19.0000000000000000,9.0000000000000000,Wednesday,16
3006349,12.0000000000000000,4.0000000000000000,Tuesday  ,18
3006350,20.0000000000000000,5.0000000000000000,Tuesday  ,17
3006353,18.0000000000000000,5.0000000000000000,Wednesday,9
3006354,11.0000000000000000,9.0000000000000000,Saturday ,8
3006363,14.0000000000000000,5.0000000000000000,Friday   ,19
3006389,20.0000000000000000,10.0000000000000000,Sunday   ,18
3006419,16.0000000000000000,6.0000000000000000,Monday   ,15
3006445,13.0000000000000000,4.0000000000000000,Thursday ,17
3006449,10.0000000000000000,7.0000000000000000,Tuesday  ,10
3006468,17.0000000000000000,7.0000000000000000,Tuesday  ,14
3006495,18.0000000000000000,5.0000000000000000,Friday   ,16
3006538,19.0000000000000000,8.0000000000000000,Friday   ,18
3006579,20.0000000000000000,6.0000000000000000,Sunday   ,16
3006582,12.0000000000000000,3.0000000000000000,Monday   ,8
3006584,20.0000000000000000,7.0000000000000000,Tuesday  ,14
3006587,13.0000000000000000,5.0000000000000000,Wednesday,16
3006594,12.0000000000000000,8.0000000000000000,Wednesday,10
3006600,15.0000000000000000,7.0000000000000000,Sunday   ,8
3006623,15.0000000000000000,6.0000000000000000,Saturday ,17
3006632,10.0000000000000000,4.0000000000000000,Friday   ,9
3006634,14.0000000000000000,6.0000000000000000,Wednesday,8
3006652,14.0000000000000000,3.0000000000000000,Monday   ,16
3006660,20.0000000000000000,3.0000000000000000,Thursday ,1
3006667,20.0000000000000000,5.0000000000000000,Friday   ,10
3006695,19.0000000000000000,4.0000000000000000,Tuesday  ,17
3006708,14.0000000000000000,6.0000000000000000,Thursday ,18
3006709,14.0000000000000000,9.0000000000000000,Thursday ,18
3006724,10.0000000000000000,7.0000000000000000,Friday   ,17
3006758,18.0000000000000000,9.0000000000000000,Monday   ,17
3006763,16.0000000000000000,3.0000000000000000,Wednesday,16
3006796,14.0000000000000000,8.0000000000000000,Saturday ,16
3006805,11.0000000000000000,9.0000000000000000,Monday   ,17
3006831,12.0000000000000000,8.0000000000000000,Thursday ,8
3006882,12.0000000000000000,10.0000000000000000,Friday   ,17
3006888,11.0000000000000000,8.0000000000000000,Monday   ,8
3006913,13.0000000000000000,2.0000000000000000,Thursday ,8
3006936,15.0000000000000000,10.0000000000000000,Wednesday,12
3006963,10.0000000000000000,10.0000000000000000,Friday   ,13
3006979,16.0000000000000000,2.0000000000000000,Sunday   ,11
3006980,20.0000000000000000,3.0000000000000000,Monday   ,16
3006991,11.0000000000000000,6.0000000000000000,Thursday ,19
3006997,11.0000000000000000,2.0000000000000000,Friday   ,9
3007009,14.0000000000000000,7.0000000000000000,Tuesday  ,16
3007028,19.0000000000000000,5.0000000000000000,Saturday ,17
